geometry_id,layer_type,road_feature_id,road_surface,road_name,road_length_total_km,road_length_rank,path_width_m,path_color_value,path_color_hex,wkp,tooltip_html
road_3206997,path,3206997,sealed,EXELBY ROAD,4.174167516833379,17,78,#1464a5cc,#1464a5cc,@EAAcplcmI|us~fA_BlCc@v@aB~Bm@j@kAv@}Av@oAb@}DhA{o@`Mmy@nOaOvCkCl@uBn@kBl@{Bz@_Bn@mB`AoCbBcGrEmL~JsHvGgB|A{L|H{DtBiA^wD~@kJ~AkPjCsYzEkFlA}FvAqH~BqKjDqY`Ls]nNaFrC}AnAcBlBgBjCcArBeAvCsAdGeBnKwDvX}BlPgE~XaDbUc@pCOzAIjCAfD@bBVtBz@rDzBbGjG|LdO~T~W|c@|CvGXr@QpBo@bDc@bCUzASr@w@jAsAhAq@b@sBd@{B\qAJcBBwXVea@Hye@NoTX_DFkDJyFR}SjAef@hC_c@vBgd@~Bm^jBuHh@qGf@iQzAqTdC}Fb@eCV_E^mD`@wDh@eEl@iInA_Dp@mBd@uC~@uCpAsC~AiAt@wAvAsAxAyA|Bw@xAiAfCeArDqA|Fo@jDaCvPcCtOe@hC[zBOt@Sz@m@nBcArC_C|E_A`BmBbC}DnE_FhFqCfDgGfHiHrIgDlDyAlAcC`B_CpAaDhAoDz@}ATgCToCFwIEuNYif@mCqYgAuY{Ai[qBwY{AmHfAoDjAqF`CeE~DqCrHYhJuBle@kBdIeGhLmHvH_}@zs@qQdJcRpGqNnFkNpF_T|KmClBwEfDuFlEsKbLcCbDwElHq`@dw@gPn]gTnf@oIrOob@dj@oDzF_HrMmD~J{Z`hA_EjHuD|EoEpD}DrB_FrB}H`CeM`Acd@|Asn@`BmVjAgF`@mFx@kTrDo^rHm^~GcMhC_PxD_p@jR}IvC{EhCyChDeAhCq@rBo@hB,<div><strong>EXELBY ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 4.17 km</span><br><span>Length rank: 17</span></div>
road_100047446,path,100047446,sealed,RAYNES ROAD,4.159378630135713,18,78,#1464a5cc,#1464a5cc,@EAAmh{jmI|w|dgAmYqDiKkAuIa@{FFeGZgHp@qFt@wEnAoBj@{HvC_KdEyElBkGrBmHlB}JfBuVjDoMhB{[vEc^bFym@zIm|@dM}|@bMqMjAkJ^kHBoFGqEOeF[yKgAqHqAkG{A_G_ByIkDwG_D}LwGiVeNeEaCi_@cTmNeIiNaI}HoEcJeFmKaGaRuKgTaMmI{EwFuCuE}BeD}AiDyAsDoAeDeA{JiCkLcCqQgDqL{BaMaCaLwBgI{AcCg@yE_AaKqBoHwAk@MgLgCmI_CmH}B}EkBsDaBwDmB_DeBgDsBaDyBwDmCsCqBkDkCoDmCoH}FqIoGcHoF_I_GgHqFeHoFaE{CmHwFsDsCqHyFeHoFeIiGsG}EwDsC}C}BoEcDoHcF{GiEeEeCsJuFmH_EaEyBcE{BsCyAqEeCoDkBoDmBuDmB{DoBmDaBiEkBaE{AeEuAeEmA{EiA{EcAiGeA_Hu@}Ga@_GQiHGoGFuFLaEVyG`@cLxAmJhBcFpA{FfBqG`CmErB_GzCqCnBmDjCqCbC{ClCwBzB}C|CgC`CoCfCgDnCsCvBmD~BuCnBwDrB}DnBwDbBaEfByDzAkK`EwJvDiJrDmLpE_FlBkO`GeKzD_JnDcE`BmEbBiEbBeE`B}DzAcE~A_E~A_E|A{D~A_EdB}DfB{DhBoDlBkDrBkD|BcD|BwC`CsCjCmChCgCnCaCdCiCvCmCrC}BjC}CjDcEnE_ElEuDdE{C`DcF`H}CpFqCbGcA`C}BpGeAbDiApDcAfD{@xCgA|DaAhDcAhDcAfDiAjDmAjDoA`DuAlDyAbD_BbDaBxCqB~CuBtC}BvC_CjCmCrCsC~BuC|BcD`CmDxBgDnBoDlBaElBuD`BeE`BaEtAiElAeEfAwEhAqE`AoE`AwEbAcL~ByKzBwE`A{E`AsFdAiOxC_PbDqL~BeKpBqFjA{Dv@wEhAiElAgErAwDpAeEdBoD~AuDjBkDjBmDrBkIjFaMfIaJ|FyFrDmEvC_GzD{FpDiG~DaNpIoMpH{RxKwK`GkOvIePjJgKtFyLjGgMnGaI|DyIdEeIxDuGxCoFtC}EdCwCbByChBwChB}DvCkDtCkLhK,<div><strong>RAYNES ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 4.16 km</span><br><span>Length rank: 18</span></div>
road_3218970,path,3218970,sealed,PUKETE ROAD,3.754396626926352,19,75,#1464a5cc,#1464a5cc,@EAAatlemIfgn}fAXyDx@qHr@_G@}BIw@uAy@gBCmARsAt@kC|A_Al@sZvRyWpOkd@zXm\~R_SpKaFdFcEjFaG_BmKmAyJ]_NbAiVpBejApJmrA|JcMxAiJ~A}D~@cGbCcH~Cu^vSqV~Nut@rc@k]|Rgj@~XiG~Ci^pP{S`K{FvC}HrFusAb|@c@XiJlGcc@pWwv@dd@iPdIeRlHkNdFySvIwTlI{QfHoKbEcGjDmGpE{@t@uBlB]ZaGrGu@`A}C|D_DtFkGbPuLnl@qEdR{ApHoBjJgEhOW|@gHhSsOd_@eD~HgIbTiDxGaCxDsCnCyBtBao@~d@q[zUcHlIqT`YwBpCUZiBhCy@fAcFfHyAlBoArCuBxE_AnCm@jBeE|T_Krm@c[bmBcA~GcI~e@sg@f`D_DhSg@jDgLzu@}CrSk@vCi@~DO`AsAlPKvHJjWB~ENdHSjD]hD{@zFsAzDqCxG,<div><strong>PUKETE ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 3.75 km</span><br><span>Length rank: 19</span></div>
road_7741071,path,7741071,sealed,TE RAPA ROAD,3.6862649650734656,20,74,#1464a5cc,#1464a5cc,@EAAwnbfmIvzs~fAnoDewC~[sYrKiLdJqLhFyGzKwPjWm`@dEyGtJ_OjFqIvQwX`zA}}BpOwWpKaRfGuKhCyHdUmu@nzA}cGtq@yoCJ]lByGznAotEdA}DrGwUzFwQfI_ShIsPhVk`@dXu^hOcSvH{KzUg]p@aAnAgBbBeCphBijCduAopBhj@{w@pLwP|DmFbv@aiA,<div><strong>TE RAPA ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 3.69 km</span><br><span>Length rank: 20</span></div>
road_7741070,path,7741070,sealed,ROTOKAURI ROAD,3.4660647273509038,21,73,#1464a5cc,#1464a5cc,@EAAk~xcmIntk`gAyMKeW}AcPoAsIk@_F[eAGwCMgFWsEKwD?cFHcJh@eIl@uOvAiMnAo`@pDi`@rDmTtBk[vCaMfAoXbC_F`@sBPmEXmDP}BH}CFyB@aDCiCEaFOiESqESwDS{EUiH_@wRiAgIe@kPy@qOq@gOs@}SeA{UeAqe@qBsZuAwCOwD]_BSyASaEw@gEeAmJ_D}FgC}HqDuJsEkI}DuJyEsPiI}V}LwN_H{HiDcIwCcFeAgE{@oFUmKKmUVg[Pyb@`Aie@`BkXrAka@lCkNh@}F`@iHVuCCyD[uDkAiD{AcJgE_YkNeX}Mu`A}d@wuDsiBIEgNkHiG{DyCwB}BiBkC{CiB_CaCsDoEyIsHsPcMsW}KoTkKwRcDsGcKoRiZ{j@aB{BeDuBeCy@}Be@oBSwC?cCb@iC~@qCzAmCpCiMpP}Z~d@}LfRcIvMiCrCgCxBiC~AiBbA{KnEwUjIcNlEgO`FsElAsCl@eEt@aETqBEqCC}BOaDQmEg@qj@wPa]sKmWqIa`@uLwWmIm_Bmg@c|@cZ{G}B,<div><strong>ROTOKAURI ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 3.47 km</span><br><span>Length rank: 21</span></div>
road_3206385,path,3206385,sealed,PEACHGROVE ROAD,3.452985634654981,22,73,#1464a5cc,#1464a5cc,@EAA{gmjmItqoagAfc@cd@tO_QnC_Fv@oC^qEr@kKp@iLrBwYjBwZdFez@LmBd@uGFgDxDwk@|AaWnBi[jCk_@nA_KvA{LZuLi@mT}AcTu@qNeCyd@gBy[iBq\k@yOqCki@eHypAw@{NkE}c@qEu`@uBsSe@wEPoFJeCVq@?AjEyJvQw]fHyMvJ{PjCeCjCmBxCcAvJaDzIwC`YqIrXmIr\aKzk@sQdEoA|Au@nB_AtEyDrj@oi@fFgFli@{h@tMgKta@{_@b`@k^|Oo[rOo^~l@a~Ajl@s_BpAgFvSgkA|d@uoCdKwl@hDcKhIsIrs@ae@,<div><strong>PEACHGROVE ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 3.45 km</span><br><span>Length rank: 22</span></div>
road_3238127,path,3238127,sealed,VICTORIA STREET,3.4408494015801536,23,73,#1464a5cc,#1464a5cc,@EAAczdhmInng`gAgT`Iw`@dMoyC~_A{WpIgVzHiZ|J}m@rQ}`@xLaJnCoMdGsAt@qH~DiKxIiLrMgLpMoOzQa@d@mQ~UaGdGwn@ro@mGvE}KxHaV|Pk`@hVaFxDcGvFki@rk@uV`YmFdGkQ|ReE|EmDnDwBtDc\`p@eFhHio@vr@_TzXcVfWuWrZ_t@~x@wdBhnB}n@|s@ys@jx@gPpQu@x@cBjB{A`BkApAiVbXoUpX}oBhzBygA|iAw`@jb@{LnMe^|^_cBvgB,<div><strong>VICTORIA STREET</strong><br><span>Surface: sealed</span><br><span>Length: 3.44 km</span><br><span>Length rank: 23</span></div>
road_100124323,path,100124323,sealed,RUAKURA ROAD,3.3662465303457987,24,72,#1464a5cc,#1464a5cc,@EAAixjjmIdm|`gAo[x@sPt@gNdAgc@hEy}@lJwf@nE_x@zHgYpCwRrA_CNwP`Baf@rEuGXeIBi`AuEqa@}BcfAcGguA{HioAoGoP}@qRcAsYSsO\}K`@sMfA}RvCoc@|HazCvl@aJbDwIjEyKnDuJi@eJ]cKs@yRyCEAor@}Lcl@gKmd@wIuHsAiGw@yEo@yDk@uDy@oSsQeOcM}u@kn@ouAiiAwx@up@gdB_vAkJ{HuIcHku@im@q}@eu@i{ByiBgj@cd@yJ_IgDiDoCyDqD{FyGeLyBuCaCgCqDuC_FqD,<div><strong>RUAKURA ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 3.37 km</span><br><span>Length rank: 24</span></div>
road_8325084,path,8325084,sealed,OHAUPO ROAD,3.0702907044954464,25,69,#1464a5cc,#1464a5cc,@EAAkqyjmIveiegAtB{ItAsHNuJA{Hu@}SwAuV_CcZoCq]_BgMmBkJkCyMmE_SyI_c@YmAiCyLkG}YoE}QcAyFqB{My@{Ia@sNt@oMbAcMzBaPtB}I~BkJjCaJjJ{X`Kc\|E_PfHmU~HsW|AcGtAoGhAgH\iEP}CNmDCeWg@wYKyO@_Md@wIj@aFlByJvAgFjDiJrD}GbEiGpDqE|FyFpDmDzFiEzb@q[d]}VdP_MfKiI`FgEvEmEhEkEnDcE`D_EzB{CdDeEpDiFnGkIjH_K~EyGvAwB~CcEhBaCzBeDlCwDpBmCvIuLvB_DtBoCxEyGnC}DhEkG`E}FfDyE|CoEbDkEtBcDfCgDxE}GvDsEnFgIhNaRxJcNbHcJxGiJrIgLzS_ZnLoPvMsQhV{\~Q_XrDqFnCmExCsFrBsE|AyErA{E~@}D~@sGt@iFdAgH|B_QjA_It@_G~D{Y`EwZvFo`@tCoT|AgL`CmQlDsVYoHH}HMkHo@{IqBuP]wC,<div><strong>OHAUPO ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 3.07 km</span><br><span>Length rank: 25</span></div>
road_3217405,path,3217405,sealed,GRANDVIEW ROAD,2.9212879376820338,26,68,#1464a5cc,#1464a5cc,@EAAwgcfmItbyagAeHkcA_HwpBIoAcBiXeA{P_A_HwCoIqEoIcFuFiEgE_ImEqHkDaD{AwPuI}KwK}D}GiCqJwAiH^qKbCwMbB}KpDiO`I_RtNgY|i@o}@hEkI~CiIjBkKb@gJk@gKoBqJeDwH}CgFwXw\__@ud@qCsDsEqDcEgCqr@a^e`@{Ron@m[cB{@o^}QqAq@mbAig@uUkLsc@}Tei@gXoU}Ly^wQuw@m`@i~@}d@mi@kXqdAuh@ucConAsCyA}cAwg@iGmDg_Akd@qG_D,<div><strong>GRANDVIEW ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.92 km</span><br><span>Length rank: 26</span></div>
road_3206995,path,3206995,sealed,OHAUPO ROAD,2.834462246439492,27,67,#1464a5cc,#1464a5cc,@EAAgkgimIz~rbgAwAhG}CxMaJ`_@wOli@_EfL{GdNmLlTqPn\qMvS}R`QaEvUgWdf@uCpFkCxHaDpLmDvTk@|LtAzf@JbHZbUjCvPbKlm@nPvcA`AhGxIve@dH|_@xBvLb@|Y?@wBjPuGrRgN~SsNdMuHxEcFrBiPbIozBlv@ml@zPobAp[oj@tQgv@tVwFjBk`@hMilAd`@weB|j@}r@vTcUbHiBj@od@xOsFjCiC|AsUlM{cAfo@uCfBA@kC`A}HtCsSbIsMnEsJzBcCp@,<div><strong>OHAUPO ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.83 km</span><br><span>Length rank: 27</span></div>
road_3218960,path,3218960,sealed,BRYMER ROAD,2.708840942947871,28,66,#1464a5cc,#1464a5cc,@EAAyinemItta`gAlAbKlDbWlXdiBzFz`@zCvRXhDNpBE|CIjCe@jDsA`J}DdTeDhSoEpUwBxMwA`Ia@bFSzCEjCH`EXrEb@tE|@rHfB|M~BzOfBvMl@hE`Hnh@\bFTlG@pFW~CKpAeAzFkBbI}M|e@kAfD}AlDwA|BwBlCgIxFuG`EaSjIuG|CqE|BiErCuCtBkC`CgD|DkDlEsApC}ArC_AlCo@rCIlBD~Cb@lC~AnEnAhBzBnC~M|LhMhKrKjJtDpDtB|B~@zAnAzBz@xCVdCFjBCxBe@dCe@|AgAxBwAdC_E`GcUbZuIzLmQpVsFlH_ErDsGhFiP|J}A|@}IrFcNvHwOlHsI|C_KxC{OfEgP~CwNvCqNjCiNrB_MlBqIhAiWjDoFl@sKzA_IzAsFrA{KrDsJ`FwKdGgOjI{H~DkJ|EgI`EmQzHuEpBcl@bWuCnAi@Vqn@|Xyb@fR}pB||@gJrDsJjE,<div><strong>BRYMER ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.71 km</span><br><span>Length rank: 28</span></div>
road_3206996,path,3206996,sealed,GREY STREET,2.6432839160698958,29,66,#1464a5cc,#1464a5cc,@EAA_~wimInb_agAqGhMsPf`@_LhTyEdJaEtMqBvImKjc@_DxNs\dqAaJv]iElPaBpGaIj[sH|XoE|PyLpb@y@vCcAdDgHvUcNzf@}E`TaOdo@uA`GuZzhAon@r`Cy[pmAwJ|^yo@fdCyDhOeCfJwBlEcEdFw}@f{@uRjP_qBnpBcu@pq@al@pl@_BrB{MrP,<div><strong>GREY STREET</strong><br><span>Surface: sealed</span><br><span>Length: 2.64 km</span><br><span>Length rank: 29</span></div>
road_3206998,path,3206998,sealed,TE KOWHAI ROAD,2.492791277074569,30,64,#1464a5cc,#1464a5cc,@EAAev_cmIjgu~fAqNAmgAiAqeA{Bgp@e@ePMw^a@sGI}DIoDMoCQyHs@{H}@mFs@wC_@wNcCoNwCsG_BiLqCcZiImO}DqHuBw]qJoMkDkf@iLqTuEwFaAuG_AsPqBsJcAqNw@sM_@kSO_PJ{\v@sVX{EJmOPqNNgTTw^\ia@^_e@f@ui@h@ub@b@iRL{MAoGKeCE{CKsGYkG_@mKu@_T}BkJsAwJgByIoBiDu@aOeEqMiEqJuDqNgGwQyHcWiKaLeEyCcAiCy@mC{@mJeCiLkC}FeAwE{@wT}CwUmCm[iDe]oD{`@uDy^oCmc@uCcU}AeCOyAKcH[gVaBqW}@uYPk\rAiX~Bkb@pF_d@nGwQfC,<div><strong>TE KOWHAI ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.49 km</span><br><span>Length rank: 30</span></div>
road_3206387,path,3206387,sealed,HUKANUI ROAD,2.406040187141345,31,63,#1464a5cc,#1464a5cc,@EAAkj|hmI`qv~fAoCrQ}BfKwKth@kGdX}ApEsDhIcEtEiF`F_g@pa@oJlHgStOcf@|_@cDfCo_@nZ}EfEiX~SoY`Uqn@xg@_FdEqDzDuEvFqGvJmk@zeA}B`Eoi@f`AmOb\kwA`gCwHtN}CvEqKpS_FhLcChHo@rHErELlGxApGjDfTxIfl@p@rE`@`EBzEI`Ho@pEkArFmCtG{BxDaDbDyFvFoUjQmwAddAaZdTiCzAu{@|f@saAbk@,<div><strong>HUKANUI ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.41 km</span><br><span>Length rank: 31</span></div>
road_3218969,path,3218969,sealed,MAUI STREET,2.3476841519872007,32,63,#1464a5cc,#1464a5cc,@EAA{yqemIf|p}fArDxAhI`GvEnFtBnDpBtF`@tCDbE_@bDgAfGiB~JsFbWgBpIcA|DkDhLe`@zgAoQtx@ud@|zAmLtLcUnMaC~DmGlKipApfDe}@v|BeHjM}cCziDcF~IiPdVg[ff@iQjPsLnKcv@lq@a]hQ{_@|N{GhCya@~TmdA~e@,<div><strong>MAUI STREET</strong><br><span>Surface: sealed</span><br><span>Length: 2.35 km</span><br><span>Length rank: 32</span></div>
road_3218959,path,3218959,sealed,WAIRERE DRIVE,2.3183836481074924,33,62,#1464a5cc,#1464a5cc,@EAA{k`kmIpbebgArB{E~EgQdWo`A~Lqc@b@wAje@}}ApCkJnv@uzCxn@ybCzh@knBzC}JbJga@fQcq@rJ{^fM_f@fJs]xDkOnIyZtE{PvBiKZmBfCoJxOgk@lTu{@pJg\pEqOrA{HjOgl@hBe_@_@s]uBoTeFqk@,<div><strong>WAIRERE DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 2.32 km</span><br><span>Length rank: 33</span></div>
road_3217430,path,3217430,sealed,LAKE CRESCENT,2.303273959481185,34,62,#1464a5cc,#1464a5cc,@EAAuexhmIb`uagA|V[fG?dHP~Nz@fH|@tInArNjCjLlC~J~DhJpEpCfB|B`CvBnCxBnFh@dF@rE_@zJAvD^lCx@xDhArC~ApBhHvHbYlXxQxU~CdOz@xDErEcBnIuCxIcD`IoE|GqCxEqAfCIlCf@xBhB~BvQ~JjDrCjC~CpEhHlA`I\|LVfUDfT[~Nc@`HmAtDwAvEqCjFeJhLaStRqF|HoChFqCpI_Lje@u@hCgCdEwC`D{DbCiM`EoFjAyHvByF`C}XzMeQhEuE`AoHzAaV`E{UhE{GzAsChAiExDaXrg@sBpCoBxBqExDgEpBeHnB{M~BqMzAoSlBae@xEiLfAwHdAuB^iClAuC~AmAbAeL`JeYjU}MjKoC`AuCbAoEhAwSxCgI`AsD\uiAbH{EJkENo[qAkGLqDp@cKjBaD{CwH_GeN{IgG_E{GwFaG{G}CeF}@yAuFwLuC_D,<div><strong>LAKE CRESCENT</strong><br><span>Surface: sealed</span><br><span>Length: 2.30 km</span><br><span>Length rank: 34</span></div>
road_8325085,path,8325085,sealed,KAY ROAD,2.2453781609934373,35,61,#1464a5cc,#1464a5cc,@EAAksafmI`zf}fAcBsD_AuBkBwDgA_BeByB}CaD_CmByB{A{AeA{DuBaKwEm}@w_@}iAif@e`Buq@mfBap@eEQgID_xBrFsUn@cg@rA}KZkoBhGmcBdE{{AtDckA`DcpAjD{dArC}CHwI\mFb@aH`AuEbAgEvAoEjBsFrCiLvGeAl@iR|KuOdJu@b@}DxBaFlCeEpBiCp@iBTwBDyCMuDw@oIcCaOoFcOoFgI_Dad@iQ}GcC{I}BqGgAoFq@aHq@aHo@wCWwNaAe@E,<div><strong>KAY ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.25 km</span><br><span>Length rank: 35</span></div>
road_3217435,path,3217435,sealed,SANDWICH ROAD,2.2449872568432587,36,61,#1464a5cc,#1464a5cc,@EAAodzfmInb__gA}HZohA`Eod@bByHR}DBwEIkGo@wIaA}Fs@q]gEkW}Cy]aE_[_DyOq@srD_EkaAeAeyCoDoCJkBViElA_GdC}\xRwz@vf@}StMyGjEoCrBoDbD_LpN{FpPaGjV{FhT{Lrc@oH`Y}EvMkPtRoKzN_y@`cAmUvYaJ|KqsAxaBg~@tiA,<div><strong>SANDWICH ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.24 km</span><br><span>Length rank: 36</span></div>
road_3206386,path,3206386,sealed,BANKWOOD ROAD,2.228872342967125,37,61,#1464a5cc,#1464a5cc,@EAA_kcimIx}~_gAhIcZlEmPpKcc@`GcUt@eCjBgGjA{BdCeE`@g@jG}H~F}JxAwCdAoChAqDfEsOrDuNnAyEfFgSpDsNbDiM`BuGrAkFpDsP`@wDAwF}AqHaAoCoB{EsHsM}CoFuQg[}BuEoA}Eq@uDB{B@i@l@gHbBkGzAiH~BuIvE_RvGmVpDeN`ZwiAlSgx@jIa\ld@_hBfB{CvB}AhZym@lUce@~O_]~JcRjEsJ|EuLxAuEnB_IhAeIf@iFRsGFkIc@}IgAiJ{CcNgDmJ}GeNaKuMwDyDyLsKyH{EkGaD}JqEcJcDoDgAyKeCwE_AeEs@eFm@iKmAaCq@_Bo@}CiBcDcCiAu@yFuD,<div><strong>BANKWOOD ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.23 km</span><br><span>Length rank: 37</span></div>
road_7741072,path,7741072,sealed,CUMBERLAND DRIVE,2.2041224384578606,38,61,#1464a5cc,#1464a5cc,@EAAs`nfmIpzd}fAxV|UnDhDzBxDt@|Bf@zA~@`It@d_@Pl[BjCWdEy@lEsBdFe]`i@g[`f@}@tAwAdBgJbL{AtAyLzKsI`HuCtBqc@b\s^pVyMpH_E`BgGzAwCt@gM~C{G~Bkh@fQm\tQkHjBoLrBsRNeLsAaJuCqJiIoRwSuJ_HsWxHuGp@eCFoHMaTkA{r@zEid@~C_S`CeHdCqRrNwPfRmAhAqBjBkE|BA@uHlAaK`A}ONwYcEcEsAqVeIwVaL}^oOc^cLoTyEqI_BeHqAcIgAc\sConBuPwX}GeF_EuO{So_@sh@,<div><strong>CUMBERLAND DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 2.20 km</span><br><span>Length rank: 38</span></div>
road_6063640,path,6063640,sealed,TRAMWAY ROAD,2.170361751527972,39,61,#1464a5cc,#1464a5cc,@EAAkxcjmIn}j_gA{SjxAsA~DcJzXq@pBmQpi@sqBzaGec@dqAsw@v_C{h@hyAqu@p{BeClH}GnSsYdz@wFhPwp@xmBgFjOmYvz@wCxI,<div><strong>TRAMWAY ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.17 km</span><br><span>Length rank: 39</span></div>
road_6063642,path,6063642,sealed,TE RAPA ROAD,2.1640433943128348,40,61,#1464a5cc,#1464a5cc,@EAAkgcfmIhpt~fAkFjE}~Ej_E}IhHiQbLukAzbAi~@vu@_}A~hAib@nWwWzNyo@~Yek@`Wyn@l^iI`FmRlSeZlW{X`Xgo@ln@en@bm@yg@hg@}{@n{@{[|Zil@dj@,<div><strong>TE RAPA ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.16 km</span><br><span>Length rank: 40</span></div>
road_3218957,path,3218957,sealed,TRISTRAM STREET,2.1385262259614883,41,60,#1464a5cc,#1464a5cc,@EAAkioimIp{xagAj]sOfa@kY`HmEtmAcaApX_WrEcGjYq^pGiFxEcChLcFdUaIpLsEfNoIjJqLnrA_uAd`@ch@lYi\pZy\zE{FX]bGyGpFmFdj@}m@pXyZh^sc@~f@ih@pb@kf@~Yy[d|AaeBpEcHl\wq@lFeFjI}EdIkC~Bo@`EgAfNuDly@wT|X_HxDiAfDyA,<div><strong>TRISTRAM STREET</strong><br><span>Surface: sealed</span><br><span>Length: 2.14 km</span><br><span>Length rank: 41</span></div>
road_3217427,path,3217427,sealed,SILVERDALE ROAD,2.132236879999179,42,60,#1464a5cc,#1464a5cc,@EAA{fmlmIfm|agA|H_I|BeCvA{Aj@w@z@gAtAoBdAqBv@mBhLk]nAsC^i@jAaBpB_CfC}BfCcBtBmApEuBvXiLbReIjE{B|ByAxBcBpB_BfFsEnFkFjAmAzSaTlFqFjUwUnm@_o@bGcGrSoSn`AoaAlq@cr@jOsO`o@wo@n_@{_@jlAemApFsFvWiXb^q^fBsBdByB|AyBv@kA\i@rB_DdBwCzPmXvLwQxByCnBaCt@_AfDwDhBeBxCcCdDcC`F{CdE{BnFmCzAu@~AeAvAeA|@_Av@gAj@iAz@aC|Lig@zLye@zKkb@p@mCt_@kyAn@oBj@sAp@uAtDmG,<div><strong>SILVERDALE ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.13 km</span><br><span>Length rank: 42</span></div>
road_7741073,path,7741073,sealed,BORMAN ROAD,2.1175341147303635,43,60,#1464a5cc,#1464a5cc,@EAAmmjfmIlqa}fAyP|SaCtBaChByCbCgBlB}AdBmAbByA|Ck@hAcAjBi@p@cAfAoBpAiAlAmApAmArBoBpD{BrBy@n@qFbDeJjF_LjFmMbFwChAsNhEgRfEuJxAmPjBkRv@{DPm`@^mI@yWFa_@LkH@oUFeMLwJZoJd@_Jr@sHbAaLhB{QvDkJlBkIbBiTvEwIjBqHhBwPlDeJjBaKzAcLrBeJjBmKjBwJvAcCVsD`@aMz@uIZgFF}HF}JKsJS}Lo@oLeAeGq@_IgAqDo@mB[}EmAeIqBeMsDe`@sJ{OcBqLi@mJK}H@mHNoNz@gOrAmB\gIzA}ZxFyVlFyQnFoMhEmNfFsKxEmHbDiMpGuOzJsQfMuGtEya@tZut@lj@iOzKeGnDiD|A}HpDoOtEkLlCwN~BmLn@}OHuDI_JW_QgAcMgA,<div><strong>BORMAN ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.12 km</span><br><span>Length rank: 43</span></div>
road_6063641,path,6063641,sealed,WAIRERE DRIVE,2.103575709062792,44,60,#1464a5cc,#1464a5cc,@EAAwuajmIb|b_gA}EdEcDzEgClF_ClGwAtDiBrLyAjMwEvZ{DfWsD~RiEpTqHlToExMqHnRmTv`@k^jr@yG`NsEjLmFxOyiC|vHo|BjyGmGpRgE~HgYbz@ec@lwA,<div><strong>WAIRERE DRIVE</strong><br><span>Surface: sealed</span><br><span>Length: 2.10 km</span><br><span>Length rank: 44</span></div>
road_7741211,path,7741211,sealed,WALLACE ROAD,2.1004645869745717,45,60,#1464a5cc,#1464a5cc,@EAAymdfmIdl}agAfElHtDlFdDhFvB~BlOxNrIbIjDxDfFtFzAhDtBvFp@|BbD|PzHze@fHve@jBvKxEb[hZ~cBjClOZjGA~DMjCaBzIqEdNqF`OkD|JoBpDsAvBcC`DyGbH_E`EeBrBeDdFaFrIuAlDkAtD}@fFGlHEfDTvDj@hH`@dJTfIgAbO_A|G}ApIkBvNFnDJpDx@~CzBnExBrB|CzBnFbCzFpBnQxGpSzHlKbEtZ~KtZfL|_@tNlb@lPhX~J~a@hPr`@hObTnIv^`Ndc@`Qp_@`Ob]bMf\lNhPpHbRtJnSxMfb@vX,<div><strong>WALLACE ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.10 km</span><br><span>Length rank: 45</span></div>
road_3218954,path,3218954,sealed,HOUCHENS ROAD,2.082980919791169,46,60,#1464a5cc,#1464a5cc,@EAAwebjmIh}scgAnVfi@zOz\|Rp`@nkApcClWjm@d\vo@fIbRvEvJ`EnJnBrEbJvRfNlYzAvCpAlCja@b{@`MrWdMzWbKtTrIbQtQl`@jKbTnItQdNhYxHvPbQd]~IlQ`K`S|Vzg@dFhKpFrKfLnVrIlRjJbShGnMrHxNnC`CxB|AdE`BrHnB|F~AbFlA`{Bph@xDz@,<div><strong>HOUCHENS ROAD</strong><br><span>Surface: sealed</span><br><span>Length: 2.08 km</span><br><span>Length rank: 46</span></div>
